dataset,model,mean_metric,split,max_time,best,fit_time,inference_time,num_trials
car,baam_0.8_pair_effect_fast,0.9346907138824464,3,1,,18.670037031173703,0.0015156269073486,
car,baam_0.8_pair_effect_fast,0.915940284729004,4,1,,21.261964559555057,0.0010557174682617,
car,baam_0.8_pair_effect_fast,0.95236337184906,5,1,,17.355485677719116,0.0009446144104003,
steel-plates-fault,baam_0.8_pair_effect_fast,0.961108922958374,1,1,,77.14505386352539,0.003403902053833,
steel-plates-fault,baam_0.8_pair_effect_fast,0.9583577513694764,2,1,,74.76868534088135,0.0033967494964599,
steel-plates-fault,baam_0.8_pair_effect_fast,0.961389660835266,3,1,,75.29481077194214,0.003368854522705,
steel-plates-fault,baam_0.8_pair_effect_fast,0.9595847725868224,4,1,,82.07958674430847,0.0035011768341064,
steel-plates-fault,baam_0.8_pair_effect_fast,0.9512259364128112,5,1,,79.55613470077515,0.0036892890930175,
climate-model-simulation-crashes,baam_0.8_pair_effect_fast,0.917383074760437,1,1,,25.264798402786255,0.0020506381988525,
climate-model-simulation-crashes,baam_0.8_pair_effect_fast,0.92521995306015,2,1,,24.717456340789795,0.003209114074707,
climate-model-simulation-crashes,baam_0.8_pair_effect_fast,0.931741178035736,3,1,,25.107887506484985,0.0151634216308593,
climate-model-simulation-crashes,baam_0.8_pair_effect_fast,0.9225948452949524,4,1,,29.00766229629517,0.0022053718566894,
climate-model-simulation-crashes,baam_0.8_pair_effect_fast,0.9536290168762208,5,1,,21.64826774597168,0.0018882751464843,
balance-scale,baam_0.0_pair_effect_fast,0.9929092526435852,1,1,,4.4129638671875,0.0008609294891357,
balance-scale,baam_0.0_pair_effect_fast,0.9802448153495787,2,1,,4.247978448867798,0.000840425491333,
balance-scale,baam_0.0_pair_effect_fast,0.984186589717865,3,1,,4.113288879394531,0.0010907649993896,
balance-scale,baam_0.0_pair_effect_fast,0.9805978536605836,4,1,,4.40608811378479,0.0009999275207519,
balance-scale,baam_0.0_pair_effect_fast,0.9825734496116638,5,1,,4.309224605560303,0.0007874965667724,
mfeat-fourier,baam_0.0_pair_effect_fast,0.9774467945098876,1,1,,188.16048979759216,0.0117640495300292,
mfeat-fourier,baam_0.0_pair_effect_fast,0.9808407425880432,2,1,,187.32204747200012,0.01125168800354,
mfeat-fourier,baam_0.0_pair_effect_fast,0.9797791838645936,3,1,,188.53319811820984,0.015308141708374,
mfeat-fourier,baam_0.0_pair_effect_fast,0.9827936887741088,4,1,,187.01343870162964,0.0111157894134521,
mfeat-fourier,baam_0.0_pair_effect_fast,0.9771040678024292,5,1,,188.0465252399445,0.0109977722167968,
breast-w,baam_0.0_pair_effect_fast,0.9908644556999208,1,1,,6.796091794967651,0.0010931491851806,
breast-w,baam_0.0_pair_effect_fast,0.9899576902389526,2,1,,7.006605386734009,0.0011153221130371,
breast-w,baam_0.0_pair_effect_fast,0.9953953623771667,3,1,,6.622035980224609,0.0011904239654541,
breast-w,baam_0.0_pair_effect_fast,0.9904301166534424,4,1,,7.344413757324219,0.0012435913085937,
breast-w,baam_0.0_pair_effect_fast,0.993250012397766,5,1,,7.089989185333252,0.0013303756713867,
mfeat-karhunen,baam_0.0_pair_effect_fast,0.9976650476455688,1,1,,159.4579837322235,0.0131869316101074,
mfeat-karhunen,baam_0.0_pair_effect_fast,0.9960716962814332,2,1,,159.16497564315796,0.0104107856750488,
mfeat-karhunen,baam_0.0_pair_effect_fast,0.9951876997947692,3,1,,159.39436793327332,0.0098712444305419,
mfeat-karhunen,baam_0.0_pair_effect_fast,0.9974623322486876,4,1,,159.05553317070007,0.0095434188842773,
mfeat-karhunen,baam_0.0_pair_effect_fast,0.9973713159561156,5,1,,160.10944867134094,0.0099263191223144,
mfeat-morphological,baam_0.0_pair_effect_fast,0.9617626667022704,1,1,,14.664056062698364,0.0015485286712646,
mfeat-morphological,baam_0.0_pair_effect_fast,0.9637326002120972,2,1,,14.77075695991516,0.0014412403106689,
mfeat-morphological,baam_0.0_pair_effect_fast,0.9665014743804932,3,1,,14.704912424087524,0.0015826225280761,
mfeat-morphological,baam_0.0_pair_effect_fast,0.9614894986152648,4,1,,14.280659914016724,0.0014286041259765,
mfeat-morphological,baam_0.0_pair_effect_fast,0.9657819867134094,5,1,,14.56120753288269,0.00156831741333,
mfeat-zernike,baam_0.0_pair_effect_fast,0.9760381579399108,1,1,,115.38530588150024,0.0073256492614746,
mfeat-zernike,baam_0.0_pair_effect_fast,0.973042607307434,2,1,,114.66504073143004,0.0080499649047851,
mfeat-zernike,baam_0.0_pair_effect_fast,0.975774347782135,3,1,,114.9842176437378,0.007275104522705,
mfeat-zernike,baam_0.0_pair_effect_fast,0.977310299873352,4,1,,115.28070139884947,0.0075325965881347,
mfeat-zernike,baam_0.0_pair_effect_fast,0.9757434725761414,5,1,,115.19096541404724,0.0075640678405761,
cmc,baam_0.0_pair_effect_fast,0.7204141020774841,1,1,,13.32838487625122,0.0016098022460937,
cmc,baam_0.0_pair_effect_fast,0.7524659037590027,2,1,,13.447335958480837,0.0012619495391845,
cmc,baam_0.0_pair_effect_fast,0.716143786907196,3,1,,11.246957778930664,0.0012338161468505,
cmc,baam_0.0_pair_effect_fast,0.7249765396118164,4,1,,11.120072841644289,0.0012083053588867,
cmc,baam_0.0_pair_effect_fast,0.7352260947227478,5,1,,11.24074363708496,0.001211404800415,
credit-approval,baam_0.0_pair_effect_fast,0.9467586278915404,1,1,,6.7631402015686035,0.0013010501861572,
credit-approval,baam_0.0_pair_effect_fast,0.9327609539031982,2,1,,6.750062942504883,0.0012609958648681,
credit-approval,baam_0.0_pair_effect_fast,0.940517246723175,3,1,,6.558863639831543,0.001220703125,
credit-approval,baam_0.0_pair_effect_fast,0.9289085268974304,4,1,,6.363950490951538,0.0012259483337402,
credit-approval,baam_0.0_pair_effect_fast,0.9238814115524292,5,1,,6.550643444061279,0.0011775493621826,
credit-g,baam_0.0_pair_effect_fast,0.8070658445358276,1,1,,16.081573724746704,0.001755952835083,
credit-g,baam_0.0_pair_effect_fast,0.7882946729660034,2,1,,15.75562334060669,0.0017950534820556,
credit-g,baam_0.0_pair_effect_fast,0.7851382493972778,3,1,,15.55193257331848,0.0017054080963134,
credit-g,baam_0.0_pair_effect_fast,0.7876036763191223,4,1,,15.732504844665527,0.0017528533935546,
credit-g,baam_0.0_pair_effect_fast,0.784852921962738,5,1,,15.689273357391356,0.0018658638000488,
diabetes,baam_0.0_pair_effect_fast,0.8259293437004089,1,1,,3.802846908569336,0.0009498596191406,
diabetes,baam_0.0_pair_effect_fast,0.854915976524353,2,1,,3.7273147106170654,0.000894546508789,
diabetes,baam_0.0_pair_effect_fast,0.8517315983772278,3,1,,4.201696157455444,0.000849962234497,
diabetes,baam_0.0_pair_effect_fast,0.8474529385566711,4,1,,3.7597525119781494,0.0008821487426757,
diabetes,baam_0.0_pair_effect_fast,0.8507996797561646,5,1,,3.779748916625977,0.0008900165557861,
tic-tac-toe,baam_0.0_pair_effect_fast,0.780507504940033,1,1,,5.458517551422119,0.001082420349121,
tic-tac-toe,baam_0.0_pair_effect_fast,0.8094388842582703,2,1,,5.270308017730713,0.0010323524475097,
tic-tac-toe,baam_0.0_pair_effect_fast,0.798250675201416,3,1,,5.70693564414978,0.0010881423950195,
tic-tac-toe,baam_0.0_pair_effect_fast,0.7743211984634399,4,1,,5.792113304138184,0.0010819435119628,
tic-tac-toe,baam_0.0_pair_effect_fast,0.8303724527359009,5,1,,5.853909254074097,0.0010361671447753,
vehicle,baam_0.0_pair_effect_fast,0.9397987127304076,1,1,,10.8255934715271,0.0017030239105224,
vehicle,baam_0.0_pair_effect_fast,0.9417982697486876,2,1,,10.960978269577026,0.0016703605651855,
vehicle,baam_0.0_pair_effect_fast,0.9360294938087464,3,1,,10.595291137695312,0.0017561912536621,
vehicle,baam_0.0_pair_effect_fast,0.9350581765174866,4,1,,11.549022674560549,0.0017216205596923,
vehicle,baam_0.0_pair_effect_fast,0.931295931339264,5,1,,11.114375829696655,0.0017564296722412,
eucalyptus,baam_0.0_pair_effect_fast,0.8219680190086365,1,1,,9.862782955169678,0.0016195774078369,
eucalyptus,baam_0.0_pair_effect_fast,0.8320043087005615,2,1,,9.65019154548645,0.0017292499542236,
eucalyptus,baam_0.0_pair_effect_fast,0.8275113105773926,3,1,,9.179855585098268,0.001598834991455,
eucalyptus,baam_0.0_pair_effect_fast,0.8141348958015442,4,1,,9.823870182037354,0.0018339157104492,
eucalyptus,baam_0.0_pair_effect_fast,0.8135612607002258,5,1,,9.176406860351562,0.0016827583312988,
analcatdata_authorship,baam_0.0_pair_effect_fast,1.0,1,1,,54.01595497131348,0.0048828125,
analcatdata_authorship,baam_0.0_pair_effect_fast,1.0,2,1,,53.96658110618591,0.004906415939331,
analcatdata_authorship,baam_0.0_pair_effect_fast,0.9999772906303406,3,1,,57.685057163238525,0.0054976940155029,
analcatdata_authorship,baam_0.0_pair_effect_fast,1.0,4,1,,58.29878377914429,0.004983901977539,
analcatdata_authorship,baam_0.0_pair_effect_fast,0.9999805092811584,5,1,,58.00664496421814,0.0050826072692871,
analcatdata_dmft,baam_0.0_pair_effect_fast,0.5869277715682983,1,1,,1.9967594146728516,0.000725507736206,
analcatdata_dmft,baam_0.0_pair_effect_fast,0.5847863554954529,2,1,,2.0131592750549316,0.0005850791931152,
analcatdata_dmft,baam_0.0_pair_effect_fast,0.5934693217277527,3,1,,2.020864963531494,0.000640869140625,
analcatdata_dmft,baam_0.0_pair_effect_fast,0.5620448589324951,4,1,,2.011303424835205,0.0006537437438964,
analcatdata_dmft,baam_0.0_pair_effect_fast,0.5851553678512573,5,1,,1.9659981727600095,0.0005605220794677,
pc4,baam_0.0_pair_effect_fast,0.9309766888618468,1,1,,61.79727816581726,0.0038836002349853,
pc4,baam_0.0_pair_effect_fast,0.9299046397209167,2,1,,62.832425355911255,0.0036938190460205,
pc4,baam_0.0_pair_effect_fast,0.9487393498420716,3,1,,60.949944496154785,0.0040366649627685,
pc4,baam_0.0_pair_effect_fast,0.9384215474128724,4,1,,62.340760231018066,0.0037410259246826,
pc4,baam_0.0_pair_effect_fast,0.9413339495658876,5,1,,61.84360885620117,0.0036709308624267,
pc3,baam_0.0_pair_effect_fast,0.8393889665603638,1,1,,67.39820551872253,0.0039827823638916,
pc3,baam_0.0_pair_effect_fast,0.820801317691803,2,1,,67.39091515541077,0.0044796466827392,
pc3,baam_0.0_pair_effect_fast,0.7975302934646606,3,1,,66.63999199867249,0.0038158893585205,
pc3,baam_0.0_pair_effect_fast,0.8017317056655884,4,1,,66.90617156028748,0.0037190914154052,
pc3,baam_0.0_pair_effect_fast,0.8283463716506958,5,1,,67.53352808952332,0.003857135772705,
kc2,baam_0.0_pair_effect_fast,0.8703317642211914,1,1,,7.224454641342163,0.0014622211456298,
kc2,baam_0.0_pair_effect_fast,0.831943154335022,2,1,,6.812123775482178,0.0014562606811523,
kc2,baam_0.0_pair_effect_fast,0.7920536398887634,3,1,,7.09313440322876,0.0015530586242675,
kc2,baam_0.0_pair_effect_fast,0.876045286655426,4,1,,7.130291938781738,0.001326560974121,
kc2,baam_0.0_pair_effect_fast,0.820681631565094,5,1,,7.110803842544556,0.0012106895446777,
pc1,baam_0.0_pair_effect_fast,0.858770489692688,1,1,,20.26047396659851,0.0019690990447998,
pc1,baam_0.0_pair_effect_fast,0.8580594658851624,2,1,,19.793285131454468,0.0019986629486083,
pc1,baam_0.0_pair_effect_fast,0.8077285289764404,3,1,,19.57079792022705,0.0018434524536132,
pc1,baam_0.0_pair_effect_fast,0.8428072333335876,4,1,,19.42012405395508,0.0020849704742431,
pc1,baam_0.0_pair_effect_fast,0.834774911403656,5,1,,20.26742672920227,0.0017125606536865,
banknote-authentication,baam_0.0_pair_effect_fast,1.0,1,1,,4.115393877029419,0.0007245540618896,
banknote-authentication,baam_0.0_pair_effect_fast,1.0,2,1,,4.063283920288086,0.0006811618804931,
banknote-authentication,baam_0.0_pair_effect_fast,1.0,3,1,,4.089422225952148,0.0007574558258056,
banknote-authentication,baam_0.0_pair_effect_fast,1.0,4,1,,4.1048290729522705,0.0007917881011962,
banknote-authentication,baam_0.0_pair_effect_fast,1.0,5,1,,4.081894636154175,0.0006999969482421,
blood-transfusion-service-center,baam_0.0_pair_effect_fast,0.7690833210945129,1,1,,1.9000601768493652,0.0006585121154785,
blood-transfusion-service-center,baam_0.0_pair_effect_fast,0.7220852971076965,2,1,,1.9276609420776367,0.0005476474761962,
blood-transfusion-service-center,baam_0.0_pair_effect_fast,0.7599645256996155,3,1,,1.9495954513549805,0.0005488395690917,
blood-transfusion-service-center,baam_0.0_pair_effect_fast,0.752254843711853,4,1,,1.980757713317871,0.0005772113800048,
blood-transfusion-service-center,baam_0.0_pair_effect_fast,0.7334418892860413,5,1,,1.9206407070159912,0.0005421638488769,
ilpd,baam_0.0_pair_effect_fast,0.7428174018859863,1,1,,3.637930870056152,0.0008800029754638,
ilpd,baam_0.0_pair_effect_fast,0.7446709871292114,2,1,,3.593510627746582,0.000805377960205,
ilpd,baam_0.0_pair_effect_fast,0.7524673938751221,3,1,,3.6706326007843018,0.0008740425109863,
ilpd,baam_0.0_pair_effect_fast,0.7326146960258484,4,1,,3.6673316955566406,0.0008742809295654,
ilpd,baam_0.0_pair_effect_fast,0.6784034967422485,5,1,,3.5172572135925293,0.0007529258728027,
qsar-biodeg,baam_0.0_pair_effect_fast,0.9203161001205444,1,1,,44.23647356033325,0.0029349327087402,
qsar-biodeg,baam_0.0_pair_effect_fast,0.9400886297225952,2,1,,44.24218988418579,0.0030615329742431,
qsar-biodeg,baam_0.0_pair_effect_fast,0.9023244380950928,3,1,,44.52638220787048,0.0031104087829589,
qsar-biodeg,baam_0.0_pair_effect_fast,0.914615273475647,4,1,,44.29600119590759,0.0050957202911376,
qsar-biodeg,baam_0.0_pair_effect_fast,0.9225515723228456,5,1,,43.94285464286804,0.0030217170715332,
wdbc,baam_0.0_pair_effect_fast,0.998906433582306,1,1,,12.457715272903442,0.0019850730895996,
wdbc,baam_0.0_pair_effect_fast,0.9975004196166992,2,1,,13.543933153152466,0.0019516944885253,
wdbc,baam_0.0_pair_effect_fast,0.985198974609375,3,1,,12.723610162734984,0.0020184516906738,
wdbc,baam_0.0_pair_effect_fast,0.9987556338310242,4,1,,12.412559986114502,0.0019752979278564,
wdbc,baam_0.0_pair_effect_fast,0.9972435235977172,5,1,,12.702008247375488,0.0020864009857177,
cylinder-bands,baam_0.0_pair_effect_fast,0.7715908885002136,1,1,,15.030428171157835,0.0020980834960937,
cylinder-bands,baam_0.0_pair_effect_fast,0.7984500527381897,2,1,,15.655524015426636,0.0018725395202636,
cylinder-bands,baam_0.0_pair_effect_fast,0.7533939480781555,3,1,,14.489570379257202,0.0020043849945068,
cylinder-bands,baam_0.0_pair_effect_fast,0.7576428651809692,4,1,,14.357116937637327,0.0020790100097656,
cylinder-bands,baam_0.0_pair_effect_fast,0.8188856244087219,5,1,,14.141306161880491,0.0019669532775878,
dresses-sales,baam_0.0_pair_effect_fast,0.5863751769065857,1,1,,5.001575231552124,0.0010385513305664,
dresses-sales,baam_0.0_pair_effect_fast,0.6028985381126404,2,1,,3.6098365783691406,0.0008351802825927,
dresses-sales,baam_0.0_pair_effect_fast,0.6161103248596191,3,1,,3.5034713745117188,0.0009424686431884,
dresses-sales,baam_0.0_pair_effect_fast,0.609649121761322,4,1,,3.585437297821045,0.0008072853088378,
dresses-sales,baam_0.0_pair_effect_fast,0.580932080745697,5,1,,3.694805383682251,0.0008573532104492,
MiceProtein,baam_0.0_pair_effect_fast,0.9977262020111084,1,1,,80.2134416103363,0.0070044994354248,
MiceProtein,baam_0.0_pair_effect_fast,0.998311460018158,2,1,,79.24896502494812,0.0067369937896728,
MiceProtein,baam_0.0_pair_effect_fast,0.997182071208954,3,1,,79.82350206375122,0.0068981647491455,
MiceProtein,baam_0.0_pair_effect_fast,0.997880756855011,4,1,,80.01456594467163,0.0099070072174072,
MiceProtein,baam_0.0_pair_effect_fast,0.9985464215278624,5,1,,79.02956557273865,0.0068497657775878,
car,baam_0.0_pair_effect_fast,0.9540406465530396,1,1,,9.1996591091156,0.0010528564453125,
car,baam_0.0_pair_effect_fast,0.949260711669922,2,1,,10.762914180755615,0.0011200904846191,
car,baam_0.0_pair_effect_fast,0.9346907138824464,3,1,,10.60081958770752,0.0011086463928222,
car,baam_0.0_pair_effect_fast,0.915940284729004,4,1,,9.014114141464232,0.0008468627929687,
car,baam_0.0_pair_effect_fast,0.95236337184906,5,1,,9.306600570678713,0.0008423328399658,
steel-plates-fault,baam_0.0_pair_effect_fast,0.961108922958374,1,1,,57.05256867408752,0.0038235187530517,
steel-plates-fault,baam_0.0_pair_effect_fast,0.9583577513694764,2,1,,57.388020753860474,0.0039403438568115,
steel-plates-fault,baam_0.0_pair_effect_fast,0.961389660835266,3,1,,56.438361406326294,0.0038561820983886,
steel-plates-fault,baam_0.0_pair_effect_fast,0.9595847725868224,4,1,,56.37126684188843,0.0039477348327636,
steel-plates-fault,baam_0.0_pair_effect_fast,0.9512259364128112,5,1,,56.5741548538208,0.0041978359222412,
climate-model-simulation-crashes,baam_0.0_pair_effect_fast,0.9161249995231628,1,1,,6.208098649978638,0.0013625621795654,
climate-model-simulation-crashes,baam_0.0_pair_effect_fast,0.9266862273216248,2,1,,6.446436643600464,0.0012478828430175,
climate-model-simulation-crashes,baam_0.0_pair_effect_fast,0.9224254488945008,3,1,,6.017147541046143,0.0012340545654296,
climate-model-simulation-crashes,baam_0.0_pair_effect_fast,0.9302167892456056,4,1,,5.612781286239624,0.0011265277862548,
climate-model-simulation-crashes,baam_0.0_pair_effect_fast,0.9409824013710022,5,1,,6.264393329620361,0.001112937927246,
balance-scale,LogReg,0.9669910073280334,1,3600,"{'C': 4.23417636030018, 'fit_intercept': False, 'max_iter': 496, 'penalty': 'l1'}",0.006195068359375,0.0002429485321044,1000.0
balance-scale,LogReg,0.9546219110488892,2,3600,"{'C': 3.5814920911209946, 'fit_intercept': False, 'max_iter': 310, 'penalty': 'l1'}",0.0099029541015625,0.0002400875091552,1000.0
balance-scale,LogReg,0.9721961617469788,3,3600,"{'C': 4.492592763388119, 'fit_intercept': False, 'max_iter': 128, 'penalty': 'l1'}",0.0063822269439697,0.0002026557922363,1000.0
balance-scale,LogReg,0.954090178012848,4,3600,"{'C': 4.155643878183414, 'fit_intercept': True, 'max_iter': 86, 'penalty': 'l1'}",0.0092322826385498,0.0001833438873291,1000.0
balance-scale,LogReg,0.9650633931159972,5,3600,"{'C': 4.992221245803335, 'fit_intercept': False, 'max_iter': 463, 'penalty': 'l1'}",0.0084559917449951,0.0001997947692871,1000.0
mfeat-fourier,LogReg,0.9767078161239624,1,3600,"{'C': 1.781773361798611, 'fit_intercept': True, 'max_iter': 475, 'penalty': 'l1'}",2.972484827041626,0.0006036758422851,1000.0
mfeat-fourier,LogReg,0.977576494216919,2,3600,"{'C': 1.0691312141458393, 'fit_intercept': True, 'max_iter': 335, 'penalty': 'l1'}",2.10559606552124,0.0005698204040527,1000.0
mfeat-fourier,LogReg,0.9766684770584106,3,3600,"{'C': 2.4263035562458133, 'fit_intercept': True, 'max_iter': 53, 'penalty': 'l1'}",0.4167542457580566,0.0005748271942138,1000.0
mfeat-fourier,LogReg,0.9776591658592224,4,3600,"{'C': 1.9974972252457588, 'fit_intercept': True, 'max_iter': 479, 'penalty': 'l1'}",3.0254147052764893,0.0005645751953125,1000.0
mfeat-fourier,LogReg,0.9751332402229308,5,3600,"{'C': 2.6303004442554996, 'fit_intercept': True, 'max_iter': 56, 'penalty': 'l1'}",0.4384012222290039,0.0005614757537841,1000.0
breast-w,LogReg,0.9925254583358764,1,3600,{},0.0032954216003417,0.0001587867736816,1000.0
breast-w,LogReg,0.9926356673240662,2,3600,"{'C': 1.7123053204219534, 'fit_intercept': True, 'max_iter': 242, 'penalty': 'l2'}",0.0041704177856445,0.0001626014709472,1000.0
breast-w,LogReg,0.996906280517578,3,3600,"{'C': 0.08918912444622708, 'fit_intercept': True, 'max_iter': 379, 'penalty': 'l2'}",0.0017364025115966,0.0001580715179443,1000.0
breast-w,LogReg,0.9929032325744628,4,3600,"{'C': 0.13957940651363132, 'fit_intercept': True, 'max_iter': 195, 'penalty': 'l2'}",0.0016632080078125,0.0001556873321533,1000.0
breast-w,LogReg,0.9948928356170654,5,3600,"{'C': 0.6410789282150088, 'fit_intercept': True, 'max_iter': 121, 'penalty': 'l2'}",0.0028746128082275,0.0001599788665771,1000.0
mfeat-karhunen,LogReg,0.996799647808075,1,3600,"{'C': 4.37104763853842, 'fit_intercept': False, 'max_iter': 55, 'penalty': 'l1'}",0.3514280319213867,0.0008988380432128,1000.0
mfeat-karhunen,LogReg,0.9947280287742616,2,3600,"{'C': 3.128827483803462, 'fit_intercept': True, 'max_iter': 489, 'penalty': 'l1'}",2.5988521575927734,0.000540018081665,1000.0
mfeat-karhunen,LogReg,0.9931938648223876,3,3600,"{'C': 3.831601627425024, 'fit_intercept': True, 'max_iter': 151, 'penalty': 'l1'}",0.8724260330200195,0.000556468963623,1000.0
mfeat-karhunen,LogReg,0.9965351819992064,4,3600,"{'C': 4.5353006683767605, 'fit_intercept': False, 'max_iter': 355, 'penalty': 'l1'}",1.925102710723877,0.0005457401275634,1000.0
mfeat-karhunen,LogReg,0.9962159395217896,5,3600,"{'C': 3.4643923847949623, 'fit_intercept': False, 'max_iter': 103, 'penalty': 'l1'}",0.6185035705566406,0.0005884170532226,1000.0
mfeat-morphological,LogReg,0.9654427766799928,1,3600,"{'C': 4.753987935268943, 'fit_intercept': True, 'max_iter': 245, 'penalty': 'l1'}",0.2016305923461914,0.0003314018249511,1000.0
mfeat-morphological,LogReg,0.965684175491333,2,3600,"{'C': 4.533810378018136, 'fit_intercept': True, 'max_iter': 440, 'penalty': 'l1'}",0.3562464714050293,0.0003693103790283,1000.0
mfeat-morphological,LogReg,0.9657505750656128,3,3600,"{'C': 4.406543245579769, 'fit_intercept': True, 'max_iter': 311, 'penalty': 'l1'}",0.2523198127746582,0.0003330707550048,1000.0
mfeat-morphological,LogReg,0.963537871837616,4,3600,"{'C': 4.653169791694368, 'fit_intercept': True, 'max_iter': 442, 'penalty': 'l1'}",0.3590624332427978,0.0003523826599121,1000.0
mfeat-morphological,LogReg,0.9676558971405028,5,3600,"{'C': 4.704758936601961, 'fit_intercept': True, 'max_iter': 386, 'penalty': 'l1'}",0.3150713443756103,0.0003540515899658,1000.0
mfeat-zernike,LogReg,0.9812453389167786,1,3600,"{'C': 4.429240898031166, 'fit_intercept': True, 'max_iter': 487, 'penalty': 'l1'}",1.931318998336792,0.000504732131958,1000.0
mfeat-zernike,LogReg,0.977269411087036,2,3600,"{'C': 4.84537297417864, 'fit_intercept': True, 'max_iter': 465, 'penalty': 'l2'}",0.9715580940246582,0.0005357265472412,1000.0
mfeat-zernike,LogReg,0.980614960193634,3,3600,"{'C': 4.406543245579769, 'fit_intercept': True, 'max_iter': 311, 'penalty': 'l1'}",1.251067876815796,0.0005073547363281,1000.0
mfeat-zernike,LogReg,0.979738473892212,4,3600,"{'C': 4.653169791694368, 'fit_intercept': True, 'max_iter': 442, 'penalty': 'l1'}",1.7645673751831057,0.0004980564117431,1000.0
mfeat-zernike,LogReg,0.9793709516525269,5,3600,"{'C': 3.1992855090139134, 'fit_intercept': True, 'max_iter': 174, 'penalty': 'l1'}",0.7160983085632324,0.0004999637603759,1000.0
cmc,LogReg,0.6897266507148743,1,3600,"{'C': 0.8747142023266983, 'fit_intercept': False, 'max_iter': 345, 'penalty': 'l1'}",0.025510549545288,0.0003483295440673,1000.0
cmc,LogReg,0.6921902894973755,2,3600,"{'C': 0.6137684707945433, 'fit_intercept': False, 'max_iter': 458, 'penalty': 'l1'}",0.0263810157775878,0.0003445148468017,1000.0
cmc,LogReg,0.6718035936355591,3,3600,"{'C': 2.2345808313078996, 'fit_intercept': False, 'max_iter': 482, 'penalty': 'l1'}",0.0360453128814697,0.0003497600555419,1000.0
cmc,LogReg,0.6704554557800293,4,3600,"{'C': 1.4064572150345263, 'fit_intercept': False, 'max_iter': 112, 'penalty': 'l1'}",0.0328917503356933,0.0003690719604492,1000.0
cmc,LogReg,0.6827685236930847,5,3600,"{'C': 0.5450005368861375, 'fit_intercept': True, 'max_iter': 93, 'penalty': 'l1'}",0.0228190422058105,0.0003407001495361,1000.0
credit-approval,LogReg,0.9310689568519592,1,3600,"{'C': 0.8865854903765028, 'fit_intercept': True, 'max_iter': 191, 'penalty': 'l2'}",0.0292420387268066,0.0001964569091796,1000.0
credit-approval,LogReg,0.9243770837783812,2,3600,"{'C': 0.2193107567188788, 'fit_intercept': False, 'max_iter': 359, 'penalty': 'l2'}",0.0050604343414306,0.0002048015594482,1000.0
credit-approval,LogReg,0.9111379384994508,3,3600,"{'C': 2.111600120073848, 'fit_intercept': False, 'max_iter': 254, 'penalty': 'l1'}",0.0648601055145263,0.0002074241638183,1000.0
credit-approval,LogReg,0.922706127166748,4,3600,"{'C': 4.77327259680343, 'fit_intercept': False, 'max_iter': 449, 'penalty': 'l1'}",0.1375801563262939,0.0002362728118896,1000.0
credit-approval,LogReg,0.9080417156219482,5,3600,"{'C': 0.06493208087610901, 'fit_intercept': False, 'max_iter': 413, 'penalty': 'l2'}",0.0048930644989013,0.0001976490020751,1000.0
credit-g,LogReg,0.787158727645874,1,3600,"{'C': 0.8180342475573326, 'fit_intercept': True, 'max_iter': 218, 'penalty': 'l1'}",0.0384292602539062,0.000241994857788,1000.0
credit-g,LogReg,0.7662776708602905,2,3600,"{'C': 0.23565018875025293, 'fit_intercept': True, 'max_iter': 253, 'penalty': 'l2'}",0.048048973083496,0.0002541542053222,1000.0
credit-g,LogReg,0.7550617456436157,3,3600,"{'C': 1.312416182725956, 'fit_intercept': True, 'max_iter': 261, 'penalty': 'l1'}",0.0876784324645996,0.0002634525299072,1000.0
credit-g,LogReg,0.766949474811554,4,3600,"{'C': 0.4530911469339818, 'fit_intercept': False, 'max_iter': 437, 'penalty': 'l2'}",0.0174460411071777,0.0002524852752685,1000.0
credit-g,LogReg,0.7662867903709412,5,3600,"{'C': 0.4957781366948407, 'fit_intercept': True, 'max_iter': 439, 'penalty': 'l1'}",0.0477998256683349,0.0002551078796386,1000.0
diabetes,LogReg,0.8160141110420227,1,3600,"{'C': 4.265133109187206, 'fit_intercept': True, 'max_iter': 374, 'penalty': 'l1'}",0.0053415298461914,0.0001537799835205,1000.0
diabetes,LogReg,0.8507809042930603,2,3600,"{'C': 4.202445230666208, 'fit_intercept': True, 'max_iter': 454, 'penalty': 'l2'}",0.0031521320343017,0.0001490116119384,1000.0
diabetes,LogReg,0.8438251614570618,3,3600,"{'C': 0.765223903364591, 'fit_intercept': True, 'max_iter': 381, 'penalty': 'l1'}",0.0034730434417724,0.0001490116119384,1000.0
diabetes,LogReg,0.832841157913208,4,3600,"{'C': 4.781615935788867, 'fit_intercept': True, 'max_iter': 443, 'penalty': 'l1'}",0.0043978691101074,0.000157356262207,1000.0
diabetes,LogReg,0.8553992509841919,5,3600,"{'C': 3.96103920980804, 'fit_intercept': True, 'max_iter': 163, 'penalty': 'l2'}",0.0030634403228759,0.0001454353332519,1000.0
tic-tac-toe,LogReg,0.988533854484558,1,3600,"{'C': 1.6176127968114944, 'fit_intercept': True, 'max_iter': 390, 'penalty': 'l1'}",0.0271861553192138,0.0001661777496337,1000.0
tic-tac-toe,LogReg,0.9947603344917296,2,3600,"{'C': 3.0442638941858915, 'fit_intercept': True, 'max_iter': 292, 'penalty': 'l1'}",0.0461897850036621,0.0002095699310302,1000.0
